validation_sample_id,case_rank,case_category,model_name,gamma,state_noise,coupling_noise,repeat,initial_H_spectral_radius,memory_retention_ratio,memory_state,phi_forward,phi_backward,sync_forward,sync_backward,spectral_radius_forward,spectral_radius_backward,entropy_forward,entropy_backward,concentration_forward,concentration_backward,H_phi,H_sync,H_spectral_radius,H_entropy
n10_ring10_two_edges_removed_cut_e0_e3_probe_e2_e6,0,self_reinforced_transport,base_stabilized_coupling,0.2,0.001,0.005,2,0.9320907861190433,0.1677370219585136,mixed_or_weak_memory,0.0,0.0,0.0,0.0,0.0001891815245046282,0.00015960372462149768,1.9125476835009885,1.4421895924755737,3.41502677650503,5.51648443742346,0.0,0.0,0.1563461326587459,0.4703580910254148
n10_ring10_two_edges_removed_cut_e0_e3_probe_e2_e6,0,self_reinforced_transport,base_stabilized_coupling,0.2,0.001,0.005,3,0.9320907861190433,0.4756729379984844,partial_topology_memory,0.0,0.0,0.0,0.0,6.978386885404217e-05,0.00012536858374590507,1.6598046808580418,1.7051883445545348,4.3930377043954065,5.629494395751119,0.0,0.0,0.44337036271503794,0.04538366369649305
n10_ring10_two_edges_removed_cut_e0_e3_probe_e2_e6,0,self_reinforced_transport,base_stabilized_coupling,0.2,0.001,0.005,4,0.9320907861190433,0.5471656791903282,topology_only_memory_survived,0.0,0.0,0.0,0.0,0.00025033574896185377,0.00012266249175213928,2.0597097771200676,1.5247880553501494,3.8925381988142553,5.60430995684203,0.0,0.0,0.5100080880544204,0.5349217217699183
n10_ring10_two_edges_removed_cut_e0_e3_probe_e2_e6,0,self_reinforced_transport,base_stabilized_coupling,0.2,0.001,0.01,0,0.9320907861190433,0.4774985329111965,partial_topology_memory,0.0,0.0,0.0,0.0,0.00011634793919123747,0.0002096631203573481,1.5157968531088375,1.56252357262463,6.177376784256925,6.434612578831212,0.0,0.0,0.4450719829123645,0.04672671951579255
n10_ring10_two_edges_removed_cut_e0_e3_probe_e2_e6,0,self_reinforced_transport,base_stabilized_coupling,0.2,0.001,0.01,1,0.9320907861190433,0.2122202087862325,mixed_or_weak_memory,0.0,0.0,0.0,0.0,0.00023425135751143272,0.0002920142610221994,1.5685328969320684,1.9788650127369947,7.485497199458483,3.694144583058936,0.0,0.0,0.19780850123811916,0.41033211580492623
n10_ring10_two_edges_removed_cut_e0_e3_probe_e2_e6,0,self_reinforced_transport,base_stabilized_coupling,0.2,0.001,0.01,2,0.9320907861190433,0.16769342946173454,mixed_or_weak_memory,0.0,0.0,0.0,0.0,0.00018739222367433902,0.00022210909747592364,1.656065223269237,1.7080662561835616,4.731174503853832,5.22804411231347,0.0,0.0,0.15630550049415418,0.05200103291432456
n10_ring10_two_edges_removed_cut_e0_e3_probe_e2_e6,0,self_reinforced_transport,base_stabilized_coupling,0.2,0.001,0.01,3,0.9320907861190433,0.4663685634514989,partial_topology_memory,0.0,0.0,0.0,0.0,0.0001565825177319912,0.0002769890679774911,1.431190714950151,1.6309143540219257,7.9741579314281115,6.326041171460127,0.0,0.0,0.4346978409291829,0.1997236390717747
n10_ring10_two_edges_removed_cut_e0_e3_probe_e2_e6,0,self_reinforced_transport,base_stabilized_coupling,0.2,0.001,0.01,4,0.9320907861190433,0.028177332704126107,memory_erased,0.0,0.0,0.0,0.0,0.00020325015556065868,0.00020873226476145535,1.1703929890471074,1.8189889791251033,7.632142362952578,4.719832322669642,0.0,0.0,0.02626383219095491,0.6485959900779958
n10_ring10_two_edges_removed_cut_e0_e3_probe_e2_e6,0,self_reinforced_transport,base_stabilized_coupling,0.2,0.001,0.025,0,0.9320907861190433,0.45063647824180725,partial_topology_memory,0.0,0.0,0.0,0.0,0.0011997053778564793,0.0006957881976755382,1.746911493476195,1.660341547843906,5.100506680193111,4.201816161368182,0.0,0.0,0.4200341092587739,0.08656994563228881
n10_ring10_two_edges_removed_cut_e0_e3_probe_e2_e6,0,self_reinforced_transport,base_stabilized_coupling,0.2,0.001,0.025,1,0.9320907861190433,0.1422778297831474,mixed_or_weak_memory,0.0,0.0,0.0,0.0,0.0004282820026816236,0.0004937627749976689,1.933447987226565,2.0128308867875777,3.6985119200447847,3.7020002021055904,0.0,0.0,0.13261585421002756,0.07938289956101263
n10_ring10_two_edges_removed_cut_e0_e3_probe_e2_e6,0,self_reinforced_transport,base_stabilized_coupling,0.2,0.001,0.025,2,0.9320907861190433,0.16371379844965508,mixed_or_weak_memory,0.0,0.0,0.0,0.0,0.0004561760988244922,0.00038656539454238624,1.7348066058635965,1.833513400674032,4.673530623797763,4.6145495929056155,0.0,0.0,0.15259612309563733,0.09870679481043543
