phase14_case_key,source_table,model_name,case_category,phase14_initial_basin_class,X_transport_memory,Y_topology_memory,E_entropy_memory,M_memory_strength,Z_basin_survival,P_erasure,P_topology_only_survival,R_memory_retention,XY_memory_radius,topology_minus_transport_memory,transport_topology_asymmetry,normalized_entropy_memory,normalized_memory_strength,basin_depth_proxy,basin_depth_proxy_norm,phase14_basin_class,relaxation_layer
350,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.8871899987571151,0.8599771442777371,0.2157169049164582,0.783352912853235,,,,,1.2355835797608925,-0.027212854479378046,-0.015575415659484865,0.08804670101959501,0.7941501810571653,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
351,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.8842842650585045,0.8030145707358477,0.26370066918741,0.787578851028311,,,,,1.1944835964734457,-0.08126969432265685,-0.04816556059813096,0.1076924823009318,0.7985681719352136,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
352,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.8842842650585045,0.8030145707358477,0.26370066918741,0.787578851028311,,,,,1.1944835964734457,-0.08126969432265685,-0.04816556059813096,0.1076924823009318,0.7985681719352136,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
353,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.8842842650585045,0.8030145707358477,0.26370066918741,0.787578851028311,,,,,1.1944835964734457,-0.08126969432265685,-0.04816556059813096,0.1076924823009318,0.7985681719352136,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
354,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.7679769893049111,0.6186491576679514,0.2067433828671898,0.6513055872269975,,,,,0.9861619726926714,-0.14932783163695973,-0.10769148696845864,0.08437271140703134,0.6561018102768943,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
355,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.7679769893049111,0.6186491576679514,0.2067433828671898,0.6513055872269975,,,,,0.9861619726926714,-0.14932783163695973,-0.10769148696845864,0.08437271140703134,0.6561018102768943,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
356,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.7679769893049111,0.6186491576679514,0.2067433828671898,0.6513055872269975,,,,,0.9861619726926714,-0.14932783163695973,-0.10769148696845864,0.08437271140703134,0.6561018102768943,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
357,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.7126326035490761,0.9529303853723768,0.2577784908266749,0.7508520645465427,,,,,1.189925017388525,0.24029778182330075,0.14427420843372785,0.10526779089641647,0.7601722936865777,0.24029778182330075,0.10364409074721412,coupled_memory_basin,transport_and_topology_unrelaxed
358,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.7126326035490761,0.9529303853723768,0.2577784908266749,0.7508520645465427,,,,,1.189925017388525,0.24029778182330075,0.14427420843372785,0.10526779089641647,0.7601722936865777,0.24029778182330075,0.10364409074721412,coupled_memory_basin,transport_and_topology_unrelaxed
359,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.7126326035490761,0.9529303853723768,0.2577784908266749,0.7508520645465427,,,,,1.189925017388525,0.24029778182330075,0.14427420843372785,0.10526779089641647,0.7601722936865777,0.24029778182330075,0.10364409074721412,coupled_memory_basin,transport_and_topology_unrelaxed
360,hysteresis,neutral_coupling,latent_transport_activation,transition_basin,0.2778174776231523,0.3103159467161514,0.0810600122793991,0.2770364447336606,,,,,0.4165075481419659,0.03249846909299914,0.05525696678343346,0.0329147225063211,0.2648235688623021,0.03249846909299914,0.014017084362006906,transition_basin,intermediate_relaxation
361,hysteresis,neutral_coupling,latent_transport_activation,transition_basin,0.2778174776231523,0.3103159467161514,0.0810600122793991,0.2770364447336606,,,,,0.4165075481419659,0.03249846909299914,0.05525696678343346,0.0329147225063211,0.2648235688623021,0.03249846909299914,0.014017084362006906,transition_basin,intermediate_relaxation
362,hysteresis,neutral_coupling,latent_transport_activation,transition_basin,0.2778174776231523,0.3103159467161514,0.0810600122793991,0.2770364447336606,,,,,0.4165075481419659,0.03249846909299914,0.05525696678343346,0.0329147225063211,0.2648235688623021,0.03249846909299914,0.014017084362006906,transition_basin,intermediate_relaxation
363,hysteresis,neutral_coupling,latent_transport_activation,transition_basin,0.4455373673508953,0.6287874052851266,0.1178139178955746,0.4635364187897196,,,,,0.7706342496613867,0.18325003793423128,0.17057229117450992,0.04796271221577783,0.4597992523674443,0.18325003793423128,0.07903853051399345,transition_basin,intermediate_relaxation
364,hysteresis,neutral_coupling,latent_transport_activation,transition_basin,0.4455373673508953,0.6287874052851266,0.1178139178955746,0.4635364187897196,,,,,0.7706342496613867,0.18325003793423128,0.17057229117450992,0.04796271221577783,0.4597992523674443,0.18325003793423128,0.07903853051399345,transition_basin,intermediate_relaxation
365,hysteresis,neutral_coupling,latent_transport_activation,transition_basin,0.4455373673508953,0.6287874052851266,0.1178139178955746,0.4635364187897196,,,,,0.7706342496613867,0.18325003793423128,0.17057229117450992,0.04796271221577783,0.4597992523674443,0.18325003793423128,0.07903853051399345,transition_basin,intermediate_relaxation
366,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.7667185981792848,0.7802844035748691,0.3013326424988847,0.7552023927599054,,,,,1.0939383708674801,0.013565805395584274,0.008769087959230315,0.12309997539979849,0.7647203276536877,0.013565805395584274,0.005851138345142426,coupled_memory_basin,transport_and_topology_unrelaxed
367,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.7667185981792848,0.7802844035748691,0.3013326424988847,0.7552023927599054,,,,,1.0939383708674801,0.013565805395584274,0.008769087959230315,0.12309997539979849,0.7647203276536877,0.013565805395584274,0.005851138345142426,coupled_memory_basin,transport_and_topology_unrelaxed
368,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.7667185981792848,0.7802844035748691,0.3013326424988847,0.7552023927599054,,,,,1.0939383708674801,0.013565805395584274,0.008769087959230315,0.12309997539979849,0.7647203276536877,0.013565805395584274,0.005851138345142426,coupled_memory_basin,transport_and_topology_unrelaxed
369,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.8706096703052068,0.80717962216118,0.4153389490884382,0.8364497756978055,,,,,1.1872237112108257,-0.06343004814402675,-0.037805729497024855,0.16977707541438156,0.8496600929351535,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
370,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.8706096703052068,0.80717962216118,0.4153389490884382,0.8364497756978055,,,,,1.1872237112108257,-0.06343004814402675,-0.037805729497024855,0.16977707541438156,0.8496600929351535,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
371,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.8706096703052068,0.80717962216118,0.4153389490884382,0.8364497756978055,,,,,1.1872237112108257,-0.06343004814402675,-0.037805729497024855,0.16977707541438156,0.8496600929351535,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
372,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.893305336952004,0.7930814395197705,0.4499717756825152,0.8511677786434373,,,,,1.1945595819119634,-0.10022389743223348,-0.05943114523339688,0.18395664108121257,0.8650469727386471,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
373,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.893305336952004,0.7930814395197705,0.4499717756825152,0.8511677786434373,,,,,1.1945595819119634,-0.10022389743223348,-0.05943114523339688,0.18395664108121257,0.8650469727386471,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
374,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.893305336952004,0.7930814395197705,0.4499717756825152,0.8511677786434373,,,,,1.1945595819119634,-0.10022389743223348,-0.05943114523339688,0.18395664108121257,0.8650469727386471,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
375,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.8649646181555299,0.7311572354835243,0.4078546866127195,0.8063496143466763,,,,,1.1325876097065743,-0.13380738267200565,-0.08383281161576082,0.1667128267902048,0.8181919945466389,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
376,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.8649646181555299,0.7311572354835243,0.4078546866127195,0.8063496143466763,,,,,1.1325876097065743,-0.13380738267200565,-0.08383281161576082,0.1667128267902048,0.8181919945466389,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
377,hysteresis,neutral_coupling,latent_transport_activation,coupled_memory_basin,0.8649646181555299,0.7311572354835243,0.4078546866127195,0.8063496143466763,,,,,1.1325876097065743,-0.13380738267200565,-0.08383281161576082,0.1667128267902048,0.8181919945466389,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
378,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.109959475438186,0.1826745024377951,0.298857200764782,0.2817384814984999,,,,,0.2132159939580918,0.07271502699960909,0.24848456603415134,0.12208646619263704,0.26973929518736456,0.07271502699960909,0.03136309790231624,transition_basin,intermediate_relaxation
379,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.109959475438186,0.1826745024377951,0.298857200764782,0.2817384814984999,,,,,0.2132159939580918,0.07271502699960909,0.24848456603415134,0.12208646619263704,0.26973929518736456,0.07271502699960909,0.03136309790231624,transition_basin,intermediate_relaxation
380,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.3580701738375377,0.4345436735657772,0.193479644121814,0.3930930437837588,,,,,0.5630652303491002,0.07647349972823952,0.09648266930823649,0.07894219726701854,0.38615449579462136,0.07647349972823952,0.03298418439592169,transition_basin,intermediate_relaxation
381,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.3580701738375377,0.4345436735657772,0.193479644121814,0.3930930437837588,,,,,0.5630652303491002,0.07647349972823952,0.09648266930823649,0.07894219726701854,0.38615449579462136,0.07647349972823952,0.03298418439592169,transition_basin,intermediate_relaxation
382,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.6098531876169697,0.6670034484721813,0.0941099635974733,0.4746660601086682,,,,,0.9037779100643922,0.057150260855211577,0.044758557256835634,0.03825770660150978,0.4714346932532259,0.057150260855211577,0.024649777361074873,coupled_memory_basin,transport_and_topology_unrelaxed
383,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.6098531876169697,0.6670034484721813,0.0941099635974733,0.4746660601086682,,,,,0.9037779100643922,0.057150260855211577,0.044758557256835634,0.03825770660150978,0.4714346932532259,0.057150260855211577,0.024649777361074873,coupled_memory_basin,transport_and_topology_unrelaxed
384,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.7260005187992153,0.745347078194009,0.0434451872015713,0.4983185221881887,,,,,1.0404897982532437,0.019346559394793683,0.013148870759238835,0.01751425033323435,0.4961620691355827,0.019346559394793683,0.008344465530833844,coupled_memory_basin,transport_and_topology_unrelaxed
385,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.7260005187992153,0.745347078194009,0.0434451872015713,0.4983185221881887,,,,,1.0404897982532437,0.019346559394793683,0.013148870759238835,0.01751425033323435,0.4961620691355827,0.019346559394793683,0.008344465530833844,coupled_memory_basin,transport_and_topology_unrelaxed
386,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.7556462798630054,0.7297247808027351,0.0427099454532111,0.5051677653227762,,,,,1.0504758712071396,-0.025921499060270303,-0.01745119434913111,0.017213223542263376,0.5033225841352131,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
387,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.7556462798630054,0.7297247808027351,0.0427099454532111,0.5051677653227762,,,,,1.0504758712071396,-0.025921499060270303,-0.01745119434913111,0.017213223542263376,0.5033225841352131,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
388,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.6617430054175247,0.6035628716468178,0.0368906863145772,0.4228771150942672,,,,,0.895651687459791,-0.058180133770706965,-0.04598108238115963,0.014830669901588902,0.417292139060924,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
389,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.6617430054175247,0.6035628716468178,0.0368906863145772,0.4228771150942672,,,,,0.895651687459791,-0.058180133770706965,-0.04598108238115963,0.014830669901588902,0.417292139060924,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
390,hysteresis,base_stabilized_coupling,latent_transport_activation,erased_basin,0.0423179184735793,0.065817764173553,0.0042485165872827,0.0366747967202281,,,,,0.0782482223743258,0.02349984569997371,0.21731814258241605,0.0014661301087215725,0.013538404630833384,0.02349984569997371,0.010135841129256034,erased_basin,transport_and_topology_relaxed
391,hysteresis,base_stabilized_coupling,latent_transport_activation,erased_basin,0.0423179184735793,0.065817764173553,0.0042485165872827,0.0366747967202281,,,,,0.0782482223743258,0.02349984569997371,0.21731814258241605,0.0014661301087215725,0.013538404630833384,0.02349984569997371,0.010135841129256034,erased_basin,transport_and_topology_relaxed
392,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.4645629745083522,0.6287113471402817,0.300007690898715,0.5426647254146423,,,,,0.7817267523290958,0.16414837263192944,0.1501438105527322,0.12255750630132785,0.5425236374344434,0.16414837263192944,0.07079969153265621,transition_basin,intermediate_relaxation
393,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.4645629745083522,0.6287113471402817,0.300007690898715,0.5426647254146423,,,,,0.7817267523290958,0.16414837263192944,0.1501438105527322,0.12255750630132785,0.5425236374344434,0.16414837263192944,0.07079969153265621,transition_basin,intermediate_relaxation
394,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.2359243773257026,0.3337132716713633,0.1806979264719732,0.3225484991716695,,,,,0.4086867498538772,0.09778889434566068,0.17166859409251006,0.07370903490129332,0.3124039718445926,0.09778889434566068,0.042177838524885686,transition_basin,intermediate_relaxation
395,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.2359243773257026,0.3337132716713633,0.1806979264719732,0.3225484991716695,,,,,0.4086867498538772,0.09778889434566068,0.17166859409251006,0.07370903490129332,0.3124039718445926,0.09778889434566068,0.042177838524885686,transition_basin,intermediate_relaxation
396,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.6694039478119633,0.7569457727549685,0.0773862927827897,0.5297031970842114,,,,,1.0104793655675797,0.08754182494300522,0.06137472716589347,0.03141060771216222,0.5289730572893899,0.08754182494300522,0.037758121526237795,coupled_memory_basin,transport_and_topology_unrelaxed
397,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.6694039478119633,0.7569457727549685,0.0773862927827897,0.5297031970842114,,,,,1.0104793655675797,0.08754182494300522,0.06137472716589347,0.03141060771216222,0.5289730572893899,0.08754182494300522,0.037758121526237795,coupled_memory_basin,transport_and_topology_unrelaxed
398,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.8278779059673927,0.8557382066883996,0.0786474092079836,0.639870467901971,,,,,1.1906593574886284,0.02786030072100687,0.016547893852739713,0.03192694105607745,0.6441470085797653,0.02786030072100687,0.012016571748032324,coupled_memory_basin,transport_and_topology_unrelaxed
399,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.8278779059673927,0.8557382066883996,0.0786474092079836,0.639870467901971,,,,,1.1906593574886284,0.02786030072100687,0.016547893852739713,0.03192694105607745,0.6441470085797653,0.02786030072100687,0.012016571748032324,coupled_memory_basin,transport_and_topology_unrelaxed
400,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.884197309790424,0.8571351481484544,0.1668349661026802,0.7495065256363866,,,,,1.2314566759866528,-0.027062161641969618,-0.01554106541721855,0.06803318409081735,0.7587656051869236,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
401,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.884197309790424,0.8571351481484544,0.1668349661026802,0.7495065256363866,,,,,1.2314566759866528,-0.027062161641969618,-0.01554106541721855,0.06803318409081735,0.7587656051869236,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
402,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.8863848226814514,0.8092444348593972,0.2242934670343399,0.7732409499869352,,,,,1.2002310649333041,-0.07714038782205412,-0.045493664065389176,0.0915581650756925,0.7835786682115774,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
403,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.8863848226814514,0.8092444348593972,0.2242934670343399,0.7732409499869352,,,,,1.2002310649333041,-0.07714038782205412,-0.045493664065389176,0.0915581650756925,0.7835786682115774,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
404,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.7950283864394269,0.6480314761476473,0.1909251272190526,0.6608915445093054,,,,,1.025677790206348,-0.14699691029177953,-0.10186473486148111,0.07789631266180616,0.666123412599516,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
405,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.7950283864394269,0.6480314761476473,0.1909251272190526,0.6608915445093054,,,,,1.025677790206348,-0.14699691029177953,-0.10186473486148111,0.07789631266180616,0.666123412599516,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
406,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.7618215715288397,0.9595946509692376,0.2459373370832001,0.774282188657688,,,,,1.2252322233011357,0.1977730794403979,0.11488974999508225,0.10041971946856026,0.7846672271915428,0.1977730794403979,0.0853025393632201,coupled_memory_basin,transport_and_topology_unrelaxed
407,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.7618215715288397,0.9595946509692376,0.2459373370832001,0.774282188657688,,,,,1.2252322233011357,0.1977730794403979,0.11488974999508225,0.10041971946856026,0.7846672271915428,0.1977730794403979,0.0853025393632201,coupled_memory_basin,transport_and_topology_unrelaxed
408,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.3302652785726493,0.3806001133023591,0.072601977941543,0.3016195305302449,,,,,0.503916263357751,0.05033483472970979,0.07080782846506806,0.029451786757194193,0.2905238617449908,0.05033483472970979,0.02171018033911041,transition_basin,intermediate_relaxation
409,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.3302652785726493,0.3806001133023591,0.072601977941543,0.3016195305302449,,,,,0.503916263357751,0.05033483472970979,0.07080782846506806,0.029451786757194193,0.2905238617449908,0.05033483472970979,0.02171018033911041,transition_basin,intermediate_relaxation
410,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.4735901371531447,0.6392536360273399,0.0758810546294541,0.4339117300526757,,,,,0.7955707568676146,0.16566349887419518,0.14886500950675532,0.030794324684224446,0.4288282350020691,0.16566349887419518,0.07145318854188931,transition_basin,intermediate_relaxation
411,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.4735901371531447,0.6392536360273399,0.0758810546294541,0.4339117300526757,,,,,0.7955707568676146,0.16566349887419518,0.14886500950675532,0.030794324684224446,0.4288282350020691,0.16566349887419518,0.07145318854188931,transition_basin,intermediate_relaxation
412,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.7850101176478165,0.8002454123674166,0.2673943528899647,0.7590154959245125,,,,,1.120996701522594,0.015235294719600168,0.0096106239222166,0.10920477095200701,0.7687067217513696,0.015235294719600168,0.0065712145010140815,coupled_memory_basin,transport_and_topology_unrelaxed
413,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.7850101176478165,0.8002454123674166,0.2673943528899647,0.7590154959245125,,,,,1.120996701522594,0.015235294719600168,0.0096106239222166,0.10920477095200701,0.7687067217513696,0.015235294719600168,0.0065712145010140815,coupled_memory_basin,transport_and_topology_unrelaxed
414,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.8829012960095604,0.82870149357912,0.3981707285372597,0.8413874845954142,,,,,1.210892589768236,-0.054199802430440314,-0.03166611012794244,0.16274796648425147,0.8548222017886984,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
415,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.8829012960095604,0.82870149357912,0.3981707285372597,0.8413874845954142,,,,,1.210892589768236,-0.054199802430440314,-0.03166611012794244,0.16274796648425147,0.8548222017886984,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
416,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.9065042591594124,0.8179530852396675,0.4444784075542731,0.8604293733222046,,,,,1.2209820725658693,-0.08855117391974487,-0.05135016775410636,0.18170751556167422,0.8747294714198397,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
417,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.9065042591594124,0.8179530852396675,0.4444784075542731,0.8604293733222046,,,,,1.2209820725658693,-0.08855117391974487,-0.05135016775410636,0.18170751556167422,0.8747294714198397,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
418,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.8870366796865424,0.76061188766728,0.4224571650244182,0.8310800416101616,,,,,1.168488132062157,-0.12642479201926238,-0.0767304354363795,0.1726914552158897,0.8440463250015208,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
419,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.8870366796865424,0.76061188766728,0.4224571650244182,0.8310800416101616,,,,,1.168488132062157,-0.12642479201926238,-0.0767304354363795,0.1726914552158897,0.8440463250015208,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
420,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.109959475438186,0.1826745024377951,0.298857200764782,0.2817384814984999,,,,,0.2132159939580918,0.07271502699960909,0.24848456603415134,0.12208646619263704,0.26973929518736456,0.07271502699960909,0.03136309790231624,transition_basin,intermediate_relaxation
421,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.109959475438186,0.1826745024377951,0.298857200764782,0.2817384814984999,,,,,0.2132159939580918,0.07271502699960909,0.24848456603415134,0.12208646619263704,0.26973929518736456,0.07271502699960909,0.03136309790231624,transition_basin,intermediate_relaxation
422,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.3580701738375377,0.4345436735657772,0.193479644121814,0.3930930437837588,,,,,0.5630652303491002,0.07647349972823952,0.09648266930823649,0.07894219726701854,0.38615449579462136,0.07647349972823952,0.03298418439592169,transition_basin,intermediate_relaxation
423,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.3580701738375377,0.4345436735657772,0.193479644121814,0.3930930437837588,,,,,0.5630652303491002,0.07647349972823952,0.09648266930823649,0.07894219726701854,0.38615449579462136,0.07647349972823952,0.03298418439592169,transition_basin,intermediate_relaxation
424,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.6098531876169697,0.6670034484721813,0.0941099635974733,0.4746660601086682,,,,,0.9037779100643922,0.057150260855211577,0.044758557256835634,0.03825770660150978,0.4714346932532259,0.057150260855211577,0.024649777361074873,coupled_memory_basin,transport_and_topology_unrelaxed
425,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.6098531876169697,0.6670034484721813,0.0941099635974733,0.4746660601086682,,,,,0.9037779100643922,0.057150260855211577,0.044758557256835634,0.03825770660150978,0.4714346932532259,0.057150260855211577,0.024649777361074873,coupled_memory_basin,transport_and_topology_unrelaxed
426,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.7260005187992153,0.745347078194009,0.0434451872015713,0.4983185221881887,,,,,1.0404897982532437,0.019346559394793683,0.013148870759238835,0.01751425033323435,0.4961620691355827,0.019346559394793683,0.008344465530833844,coupled_memory_basin,transport_and_topology_unrelaxed
427,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.7260005187992153,0.745347078194009,0.0434451872015713,0.4983185221881887,,,,,1.0404897982532437,0.019346559394793683,0.013148870759238835,0.01751425033323435,0.4961620691355827,0.019346559394793683,0.008344465530833844,coupled_memory_basin,transport_and_topology_unrelaxed
428,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.7556462798630054,0.7297247808027351,0.0427099454532111,0.5051677653227762,,,,,1.0504758712071396,-0.025921499060270303,-0.01745119434913111,0.017213223542263376,0.5033225841352131,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
429,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.7556462798630054,0.7297247808027351,0.0427099454532111,0.5051677653227762,,,,,1.0504758712071396,-0.025921499060270303,-0.01745119434913111,0.017213223542263376,0.5033225841352131,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
430,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.6617430054175247,0.6035628716468178,0.0368906863145772,0.4228771150942672,,,,,0.895651687459791,-0.058180133770706965,-0.04598108238115963,0.014830669901588902,0.417292139060924,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
431,hysteresis,base_stabilized_coupling,latent_transport_activation,coupled_memory_basin,0.6617430054175247,0.6035628716468178,0.0368906863145772,0.4228771150942672,,,,,0.895651687459791,-0.058180133770706965,-0.04598108238115963,0.014830669901588902,0.417292139060924,0.0,0.0,coupled_memory_basin,transport_and_topology_unrelaxed
432,hysteresis,base_stabilized_coupling,latent_transport_activation,erased_basin,0.0423179184735793,0.065817764173553,0.0042485165872827,0.0366747967202281,,,,,0.0782482223743258,0.02349984569997371,0.21731814258241605,0.0014661301087215725,0.013538404630833384,0.02349984569997371,0.010135841129256034,erased_basin,transport_and_topology_relaxed
433,hysteresis,base_stabilized_coupling,latent_transport_activation,erased_basin,0.0423179184735793,0.065817764173553,0.0042485165872827,0.0366747967202281,,,,,0.0782482223743258,0.02349984569997371,0.21731814258241605,0.0014661301087215725,0.013538404630833384,0.02349984569997371,0.010135841129256034,erased_basin,transport_and_topology_relaxed
434,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.4645629745083522,0.6287113471402817,0.300007690898715,0.5426647254146423,,,,,0.7817267523290958,0.16414837263192944,0.1501438105527322,0.12255750630132785,0.5425236374344434,0.16414837263192944,0.07079969153265621,transition_basin,intermediate_relaxation
435,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.4645629745083522,0.6287113471402817,0.300007690898715,0.5426647254146423,,,,,0.7817267523290958,0.16414837263192944,0.1501438105527322,0.12255750630132785,0.5425236374344434,0.16414837263192944,0.07079969153265621,transition_basin,intermediate_relaxation
436,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.2359243773257026,0.3337132716713633,0.1806979264719732,0.3225484991716695,,,,,0.4086867498538772,0.09778889434566068,0.17166859409251006,0.07370903490129332,0.3124039718445926,0.09778889434566068,0.042177838524885686,transition_basin,intermediate_relaxation
437,hysteresis,base_stabilized_coupling,latent_transport_activation,transition_basin,0.2359243773257026,0.3337132716713633,0.1806979264719732,0.3225484991716695,,,,,0.4086867498538772,0.09778889434566068,0.17166859409251006,0.07370903490129332,0.3124039718445926,0.09778889434566068,0.042177838524885686,transition_basin,intermediate_relaxation
