transition_scope,trial_count,count_topology_only_memory_survived,p_topology_only_memory_survived,count_partial_topology_memory,p_partial_topology_memory,count_mixed_or_weak_memory,p_mixed_or_weak_memory,count_memory_erased,p_memory_erased,dominant_state,dominant_probability,transition_entropy,transition_entropy_norm,degradation_index,survival_mass,erasure_mass,ambiguous_mass
global,9600,3588,0.37375,2887,0.30072916666666666,1876,0.19541666666666666,1249,0.13010416666666666,topology_only_memory_survived,0.37375,1.3135509582199898,0.9475267266894627,0.36062500000000003,0.6744791666666667,0.13010416666666666,0.4961458333333333
