phase,step,purpose,trial_rows,state_noise_levels,coupling_noise_levels,memory_state_count,memory_states,mean_basin_entropy,median_basin_entropy,max_basin_entropy,max_entropy_state_noise,max_entropy_coupling_noise,max_entropy_dominant_state,max_entropy_dominant_state_probability,max_entropy_noise_radius,max_entropy_noise_radius_dominant_state,max_entropy_noise_radius_dominant_probability
Phase14,Step03,Analyze basin entropy of Phase13 perturbation-supported memory states,9600,8,8,4,memory_erased|mixed_or_weak_memory|partial_topology_memory|topology_only_memory_survived,1.1626363674414337,1.327096768185327,1.3740456536872214,0.0,0.1,topology_only_memory_survived,0.3,0.28284271247461906,partial_topology_memory,0.32
