state_noise,coupling_noise,combined_noise_radius,trial_count,count_topology_only_memory_survived,p_topology_only_memory_survived,count_partial_topology_memory,p_partial_topology_memory,count_mixed_or_weak_memory,p_mixed_or_weak_memory,count_memory_erased,p_memory_erased,dominant_state,dominant_probability,transition_entropy,transition_entropy_norm,degradation_index,survival_mass,erasure_mass,ambiguous_mass
0.05,0.01,0.050990195135927854,150,44,0.29333333333333333,48,0.32,34,0.22666666666666666,24,0.16,partial_topology_memory,0.32,1.3540250128877063,0.9767225856663543,0.4177777777777778,0.6133333333333333,0.16,0.5466666666666666
0.05,0.025,0.05590169943749475,150,42,0.28,50,0.3333333333333333,40,0.26666666666666666,18,0.12,partial_topology_memory,0.3333333333333333,1.3295343337896077,0.9590562950249395,0.40888888888888886,0.6133333333333333,0.12,0.6
0.05,0.05,0.07071067811865477,150,45,0.3,45,0.3,33,0.22,27,0.18,topology_only_memory_survived,0.3,1.364155500830659,0.984030188024896,0.4266666666666667,0.6,0.18,0.52
0.05,0.1,0.1118033988749895,150,38,0.25333333333333335,47,0.31333333333333335,35,0.23333333333333334,30,0.2,partial_topology_memory,0.31333333333333335,1.3729131944164588,0.9903475285778252,0.45999999999999996,0.5666666666666667,0.2,0.5466666666666666
0.05,0.2,0.20615528128088306,150,32,0.21333333333333335,51,0.34,44,0.29333333333333333,23,0.15333333333333332,partial_topology_memory,0.34,1.343652847314217,0.9692406497482783,0.46222222222222226,0.5533333333333333,0.15333333333333332,0.6333333333333333
0.1,0.0,0.1,150,150,1.0,0,0.0,0,0.0,0,0.0,topology_only_memory_survived,1.0,-0.0,-0.0,0.0,1.0,0.0,0.0
0.1,0.001,0.10000499987500626,150,43,0.2866666666666667,62,0.41333333333333333,32,0.21333333333333335,13,0.08666666666666667,partial_topology_memory,0.41333333333333333,1.264889778201522,0.9124251051412384,0.36666666666666664,0.7,0.08666666666666667,0.6266666666666667
0.1,0.005,0.10012492197250394,150,46,0.30666666666666664,44,0.29333333333333333,43,0.2866666666666667,17,0.11333333333333333,topology_only_memory_survived,0.30666666666666664,1.3271814277317178,0.9573590320742418,0.40222222222222226,0.6,0.11333333333333333,0.5800000000000001
0.1,0.01,0.1004987562112089,150,38,0.25333333333333335,60,0.4,32,0.21333333333333335,20,0.13333333333333333,partial_topology_memory,0.4,1.3125876796722573,0.9468318680975585,0.40888888888888886,0.6533333333333333,0.13333333333333333,0.6133333333333334
0.1,0.025,0.10307764064044153,150,42,0.28,48,0.32,31,0.20666666666666667,29,0.19333333333333333,partial_topology_memory,0.32,1.364602261428739,0.9843524576745533,0.4377777777777778,0.6000000000000001,0.19333333333333333,0.5266666666666666
