phase,step,purpose,trial_rows,global_p_topology_only_memory_survived,global_p_partial_topology_memory,global_p_mixed_or_weak_memory,global_p_memory_erased,global_survival_mass,global_erasure_mass,global_degradation_index,global_transition_entropy,global_transition_entropy_norm,max_entropy_state_noise,max_entropy_coupling_noise,max_transition_entropy,max_erasure_state_noise,max_erasure_coupling_noise,max_erasure_mass,max_degradation_state_noise,max_degradation_coupling_noise,max_degradation_index,max_survival_state_noise,max_survival_coupling_noise,max_survival_mass
Phase14,Step04,Build basin transition matrix and perturbation-conditioned transition graph,9600,0.37375,0.30072916666666666,0.19541666666666666,0.13010416666666666,0.6744791666666667,0.13010416666666666,0.36062500000000003,1.3135509582199898,0.9475267266894627,0.0,0.1,1.3740456536872214,0.001,0.2,0.22,0.025,0.2,0.5177777777777778,0.0,0.0,1.0
